Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,mid_cluster
Maicol León,CM,Chile,0.63,0.65,0.49,0.59,0.65,0.58,0.61,0.65,0.65,0.68,0.67,0.63,0.62,0.61,0.74,0.58,0.64,0.58,0.58,0.55,0.48,0.57,CM,MID,6
Marcin Listkowski,CM,Poland,0.63,0.8,0.59,0.59,0.69,0.48,0.65,0.81,0.79,0.83,0.84,0.65,0.63,0.59,0.8,0.66,0.51,0.44,0.43,0.52,0.49,0.65,CM,MID,6
Klaidi Lolos,CAM,Greece,0.63,0.69,0.6,0.55,0.65,0.51,0.69,0.7,0.68,0.72,0.72,0.63,0.62,0.69,0.74,0.68,0.52,0.44,0.49,0.51,0.56,0.6,CAM,MID,6
Ariel López,CDM,Uruguay,0.63,0.5,0.48,0.55,0.58,0.63,0.7,0.48,0.52,0.52,0.6,0.59,0.6,0.72,0.71,0.68,0.64,0.61,0.61,0.62,0.67,0.54,CDM,MID,0
Luo Senwen,CM,China PR,0.63,0.65,0.61,0.6,0.62,0.58,0.71,0.66,0.65,0.63,0.65,0.62,0.6,0.77,0.72,0.74,0.59,0.52,0.55,0.63,0.59,0.68,CM,MID,0
Ismet Lushaku,CM,Kosovo,0.63,0.68,0.49,0.61,0.63,0.51,0.6,0.69,0.67,0.68,0.76,0.64,0.6,0.58,0.79,0.51,0.5,0.42,0.55,0.56,0.36,0.46,CM,MID,2
Ridwane M'Barki,LM,Belgium,0.63,0.64,0.53,0.6,0.64,0.28,0.41,0.61,0.66,0.5,0.67,0.65,0.55,0.45,0.39,0.41,0.29,0.3,0.31,0.18,0.38,0.5,LM,MID,3
Alex MacDonald,RM,Scotland,0.63,0.7,0.58,0.6,0.64,0.56,0.72,0.71,0.7,0.83,0.86,0.6,0.6,0.72,0.7,0.79,0.57,0.55,0.54,0.58,0.53,0.62,RM,MID,6
Roman Macek,CM,Czech Republic,0.63,0.63,0.56,0.63,0.65,0.59,0.6,0.61,0.65,0.65,0.52,0.68,0.6,0.64,0.58,0.58,0.61,0.59,0.62,0.59,0.48,0.63,CM,MID,2
Tim Maciejewski,RM,Germany,0.63,0.77,0.61,0.55,0.65,0.45,0.57,0.79,0.75,0.73,0.69,0.62,0.64,0.58,0.7,0.58,0.45,0.48,0.44,0.49,0.4,0.71,RM,MID,4
Niilo Mäenpää,CM,Finland,0.63,0.72,0.5,0.62,0.61,0.56,0.66,0.68,0.76,0.67,0.61,0.63,0.68,0.65,0.73,0.69,0.58,0.53,0.53,0.58,0.61,0.54,CM,MID,6
Magunazelaia,CAM,Spain,0.63,0.75,0.64,0.6,0.66,0.46,0.55,0.77,0.73,0.7,0.8,0.64,0.55,0.54,0.58,0.66,0.48,0.54,0.39,0.41,0.58,0.71,CAM,MID,4
Ibrahim Mahnashi,CDM,Saudi Arabia,0.63,0.7,0.44,0.56,0.6,0.59,0.72,0.69,0.7,0.69,0.49,0.65,0.63,0.76,0.7,0.7,0.63,0.6,0.55,0.64,0.52,0.49,CDM,MID,2
Josué Limberth Mamani,CDM,Bolivia,0.63,0.66,0.5,0.56,0.64,0.63,0.5,0.63,0.68,0.6,0.54,0.66,0.62,0.43,0.54,0.47,0.68,0.65,0.61,0.63,0.5,0.53,CDM,MID,2
Liam Mandeville,RM,England,0.63,0.72,0.58,0.61,0.62,0.47,0.61,0.74,0.7,0.69,0.67,0.62,0.59,0.64,0.74,0.67,0.5,0.4,0.46,0.44,0.52,0.61,RM,MID,6
Jérémy Manzorro,CAM,France,0.63,0.67,0.55,0.6,0.67,0.27,0.6,0.79,0.58,0.69,0.8,0.64,0.61,0.58,0.64,0.63,0.15,0.14,0.29,0.37,0.46,0.58,CAM,MID,4
Rai Marchán,CDM,Spain,0.63,0.56,0.31,0.55,0.55,0.63,0.53,0.58,0.55,0.62,0.67,0.59,0.52,0.44,0.74,0.38,0.68,0.65,0.65,0.62,0.4,0.32,CDM,MID,2
Jayson Martínez,RM,Venezuela,0.63,0.7,0.5,0.6,0.65,0.45,0.5,0.69,0.71,0.66,0.78,0.66,0.59,0.49,0.56,0.51,0.45,0.49,0.42,0.44,0.47,0.56,RM,MID,3
Faïz Mattoir,LM,Netherlands,0.63,0.7,0.61,0.58,0.66,0.27,0.46,0.71,0.7,0.7,0.85,0.64,0.54,0.48,0.49,0.53,0.27,0.25,0.22,0.22,0.49,0.72,LM,MID,4
Konrad Matuszewski,LM,Poland,0.63,0.76,0.44,0.6,0.6,0.58,0.65,0.77,0.75,0.6,0.77,0.6,0.59,0.63,0.74,0.66,0.62,0.57,0.58,0.59,0.49,0.5,LM,MID,6
Ethan Mbappé,CM,France,0.63,0.61,0.54,0.65,0.65,0.57,0.49,0.64,0.58,0.66,0.65,0.66,0.59,0.48,0.48,0.52,0.6,0.57,0.56,0.58,0.52,0.64,CM,MID,2
Malick Mbaye,RM,Senegal,0.63,0.82,0.63,0.54,0.63,0.29,0.56,0.83,0.81,0.64,0.79,0.67,0.46,0.57,0.59,0.68,0.26,0.27,0.28,0.22,0.52,0.68,RM,MID,4
James McConnell,CM,England,0.63,0.64,0.5,0.62,0.63,0.57,0.64,0.63,0.65,0.58,0.58,0.65,0.61,0.62,0.65,0.61,0.59,0.56,0.57,0.56,0.53,0.5,CM,MID,2
Patrick McEleney,CAM,Republic of Ireland,0.63,0.53,0.61,0.61,0.67,0.53,0.48,0.5,0.55,0.8,0.67,0.66,0.61,0.56,0.33,0.56,0.55,0.47,0.53,0.51,0.56,0.64,CAM,MID,2
Cameron McGeehan,CM,Northern Ireland,0.63,0.67,0.61,0.59,0.65,0.59,0.74,0.67,0.67,0.73,0.74,0.64,0.62,0.7,0.82,0.68,0.61,0.58,0.58,0.59,0.57,0.68,CM,MID,6
Conor McGrandles,CM,Scotland,0.63,0.65,0.55,0.61,0.61,0.59,0.76,0.64,0.66,0.63,0.58,0.62,0.61,0.72,0.8,0.66,0.62,0.57,0.57,0.61,0.51,0.58,CM,MID,0
Harry McKirdy,RM,England,0.63,0.9,0.58,0.55,0.64,0.32,0.47,0.9,0.9,0.87,0.83,0.6,0.59,0.35,0.54,0.54,0.32,0.35,0.24,0.32,0.48,0.6,RM,MID,4
Filippo Melegoni,CAM,Italy,0.63,0.43,0.54,0.67,0.64,0.57,0.6,0.39,0.47,0.65,0.69,0.65,0.68,0.62,0.65,0.5,0.56,0.58,0.58,0.59,0.49,0.7,CAM,MID,0
Adilson Mendes,LM,Portugal,0.63,0.76,0.6,0.59,0.66,0.31,0.49,0.77,0.75,0.72,0.73,0.65,0.43,0.48,0.6,0.52,0.35,0.33,0.28,0.25,0.42,0.63,LM,MID,4
Rodri Mendoza,CM,Spain,0.63,0.6,0.56,0.56,0.62,0.55,0.56,0.59,0.6,0.59,0.58,0.62,0.63,0.57,0.54,0.53,0.67,0.53,0.43,0.6,0.45,0.5,CM,MID,2
George Merloi,RM,Romania,0.63,0.77,0.55,0.59,0.68,0.37,0.58,0.76,0.77,0.84,0.83,0.67,0.52,0.55,0.65,0.57,0.35,0.32,0.36,0.39,0.42,0.6,RM,MID,4
Cristian Mihai,CDM,Romania,0.63,0.65,0.51,0.6,0.6,0.58,0.65,0.63,0.66,0.59,0.76,0.62,0.57,0.6,0.8,0.63,0.58,0.53,0.59,0.58,0.55,0.55,CDM,MID,2
Noel Milleskog,RM,Sweden,0.63,0.83,0.57,0.52,0.63,0.28,0.51,0.81,0.84,0.78,0.58,0.63,0.54,0.47,0.74,0.51,0.32,0.36,0.25,0.2,0.34,0.54,RM,MID,4
Matías Mir,RM,Uruguay,0.63,0.71,0.55,0.6,0.63,0.62,0.63,0.66,0.75,0.72,0.67,0.6,0.51,0.6,0.67,0.64,0.63,0.64,0.64,0.62,0.55,0.5,RM,MID,6
Iyad Mohamed,CDM,Netherlands,0.63,0.55,0.43,0.55,0.58,0.61,0.66,0.54,0.56,0.56,0.43,0.62,0.58,0.7,0.61,0.6,0.65,0.62,0.62,0.59,0.5,0.55,CDM,MID,2
Thaddäus-Monju Momuluh,RM,Germany,0.63,0.8,0.61,0.55,0.66,0.27,0.49,0.76,0.83,0.73,0.65,0.65,0.52,0.55,0.47,0.57,0.31,0.27,0.25,0.16,0.41,0.71,RM,MID,4
Manuel Mónaco,RM,Argentina,0.63,0.65,0.57,0.62,0.61,0.48,0.54,0.66,0.64,0.54,0.71,0.67,0.54,0.54,0.69,0.48,0.47,0.51,0.47,0.55,0.39,0.6,RM,MID,2
Lisandro Montenegro,CM,Argentina,0.63,0.67,0.56,0.62,0.63,0.54,0.67,0.69,0.65,0.57,0.7,0.63,0.65,0.7,0.68,0.62,0.61,0.57,0.43,0.6,0.47,0.57,CM,MID,6
Moon Min Seo,LM,Korea Republic,0.63,0.64,0.54,0.61,0.62,0.49,0.49,0.62,0.65,0.67,0.52,0.6,0.63,0.4,0.62,0.39,0.57,0.41,0.44,0.54,0.42,0.6,LM,MID,2
Bryn Morris,CDM,England,0.63,0.67,0.59,0.57,0.6,0.59,0.7,0.68,0.66,0.74,0.72,0.59,0.57,0.66,0.86,0.75,0.6,0.59,0.58,0.63,0.55,0.7,CDM,MID,6
Tom Moustier,CM,France,0.63,0.64,0.52,0.61,0.65,0.57,0.63,0.63,0.65,0.59,0.62,0.66,0.65,0.65,0.62,0.66,0.63,0.59,0.55,0.5,0.58,0.62,CM,MID,0
Louis Mouton,CM,France,0.63,0.66,0.43,0.58,0.62,0.58,0.64,0.67,0.65,0.62,0.64,0.66,0.67,0.63,0.68,0.63,0.59,0.59,0.57,0.58,0.53,0.51,CM,MID,2
Christos Mouzakitis,CM,Greece,0.63,0.67,0.54,0.64,0.7,0.51,0.52,0.69,0.65,0.7,0.76,0.69,0.62,0.52,0.5,0.56,0.5,0.53,0.5,0.51,0.5,0.51,CM,MID,6
Marek Mróz,CAM,Poland,0.63,0.74,0.63,0.62,0.63,0.41,0.64,0.75,0.74,0.71,0.66,0.65,0.53,0.64,0.72,0.59,0.44,0.34,0.38,0.44,0.39,0.66,CAM,MID,4
François Mughe,RM,Cameroon,0.63,0.87,0.59,0.56,0.64,0.35,0.55,0.88,0.87,0.82,0.85,0.61,0.57,0.49,0.62,0.64,0.37,0.32,0.3,0.32,0.51,0.66,RM,MID,4
Liridon Mulaj,LM,Switzerland,0.63,0.69,0.59,0.62,0.65,0.31,0.51,0.7,0.69,0.79,0.76,0.62,0.65,0.44,0.66,0.41,0.42,0.37,0.2,0.25,0.39,0.75,LM,MID,4
Iker Muñoz,CM,Spain,0.63,0.6,0.53,0.57,0.62,0.53,0.55,0.54,0.64,0.58,0.68,0.65,0.63,0.53,0.63,0.48,0.6,0.52,0.41,0.64,0.45,0.41,CM,MID,2
Joseph N'Duquidi,CDM,Angola,0.63,0.68,0.47,0.6,0.65,0.61,0.64,0.67,0.69,0.67,0.6,0.65,0.59,0.64,0.63,0.68,0.64,0.63,0.59,0.58,0.6,0.62,CDM,MID,6
Bilal Nadir,CM,Morocco,0.63,0.58,0.52,0.61,0.63,0.57,0.59,0.62,0.54,0.66,0.63,0.65,0.62,0.53,0.68,0.55,0.62,0.53,0.57,0.53,0.53,0.63,CM,MID,2
Abdenego Nankishi,LM,Germany,0.63,0.83,0.52,0.54,0.69,0.29,0.57,0.87,0.8,0.81,0.77,0.64,0.62,0.6,0.63,0.69,0.27,0.19,0.21,0.5,0.3,0.57,LM,MID,4
Johannes Naschberger,CM,Austria,0.63,0.78,0.58,0.6,0.67,0.55,0.55,0.81,0.75,0.81,0.86,0.64,0.6,0.44,0.75,0.49,0.62,0.5,0.53,0.56,0.4,0.6,CM,MID,6
Tomasz Neugebauer,CDM,Poland,0.63,0.66,0.57,0.61,0.58,0.59,0.69,0.67,0.65,0.66,0.69,0.6,0.6,0.68,0.75,0.57,0.58,0.59,0.63,0.62,0.44,0.62,CDM,MID,6
Bilal Njie,LM,Somalia,0.63,0.87,0.58,0.51,0.65,0.27,0.56,0.88,0.86,0.86,0.82,0.62,0.56,0.57,0.64,0.69,0.27,0.25,0.23,0.21,0.5,0.63,LM,MID,4
Béni Nkololo,RM,France,0.63,0.8,0.58,0.57,0.63,0.3,0.6,0.8,0.8,0.64,0.67,0.62,0.58,0.67,0.57,0.62,0.28,0.38,0.3,0.27,0.37,0.59,RM,MID,4
Luizão,CDM,Brazil,0.63,0.69,0.46,0.56,0.59,0.6,0.71,0.67,0.7,0.72,0.63,0.61,0.53,0.71,0.71,0.6,0.63,0.62,0.61,0.62,0.43,0.58,CDM,MID,2
Andreas Oggesen,CM,Denmark,0.63,0.74,0.54,0.61,0.69,0.53,0.59,0.75,0.73,0.8,0.81,0.67,0.64,0.55,0.69,0.56,0.58,0.54,0.52,0.5,0.44,0.56,CM,MID,6
Funso Ojo,CM,Belgium,0.63,0.58,0.57,0.61,0.63,0.6,0.68,0.63,0.53,0.78,0.71,0.64,0.61,0.67,0.72,0.74,0.62,0.57,0.58,0.64,0.56,0.66,CM,MID,0
Andrea Oliveri,RM,Italy,0.63,0.74,0.56,0.62,0.65,0.45,0.44,0.76,0.72,0.71,0.69,0.64,0.6,0.41,0.41,0.54,0.41,0.33,0.46,0.5,0.52,0.6,RM,MID,4
Rasmus Örqvist,CAM,Sweden,0.63,0.68,0.6,0.59,0.64,0.62,0.78,0.7,0.67,0.65,0.66,0.64,0.62,0.81,0.84,0.77,0.64,0.61,0.58,0.65,0.58,0.62,CAM,MID,0
David Ozoh,CDM,England,0.63,0.65,0.53,0.56,0.64,0.6,0.71,0.64,0.65,0.69,0.67,0.63,0.62,0.75,0.6,0.7,0.65,0.63,0.52,0.64,0.55,0.55,CDM,MID,0
Pacheco,CAM,Spain,0.63,0.6,0.58,0.61,0.63,0.58,0.62,0.6,0.6,0.62,0.59,0.67,0.6,0.61,0.64,0.63,0.57,0.57,0.59,0.59,0.58,0.59,CAM,MID,0
Adrion Pajaziti,CDM,Albania,0.63,0.64,0.55,0.62,0.61,0.59,0.64,0.66,0.62,0.64,0.7,0.63,0.58,0.61,0.67,0.65,0.62,0.64,0.55,0.58,0.57,0.63,CDM,MID,6
Federico Paradela,CM,Argentina,0.63,0.68,0.56,0.61,0.67,0.51,0.58,0.67,0.69,0.72,0.73,0.66,0.6,0.59,0.68,0.53,0.53,0.49,0.53,0.5,0.44,0.57,CM,MID,6
Alex Pattison,CM,England,0.63,0.81,0.59,0.61,0.65,0.58,0.71,0.82,0.81,0.84,0.84,0.62,0.62,0.67,0.82,0.82,0.6,0.58,0.55,0.62,0.54,0.6,CM,MID,6
Peng Xinli,CDM,China PR,0.63,0.76,0.61,0.61,0.64,0.61,0.68,0.78,0.74,0.8,0.78,0.61,0.63,0.64,0.76,0.75,0.62,0.57,0.63,0.61,0.6,0.65,CDM,MID,6
Kevin Pereira,LM,Paraguay,0.63,0.7,0.54,0.6,0.68,0.25,0.45,0.69,0.71,0.7,0.72,0.68,0.44,0.49,0.42,0.45,0.26,0.28,0.21,0.23,0.36,0.45,LM,MID,3
Tom Pett,CM,England,0.63,0.52,0.55,0.61,0.64,0.56,0.59,0.55,0.5,0.81,0.8,0.62,0.63,0.47,0.82,0.4,0.61,0.6,0.51,0.63,0.37,0.58,CM,MID,6
Denis-Will Poha,CM,France,0.63,0.65,0.52,0.6,0.64,0.63,0.65,0.71,0.6,0.62,0.7,0.65,0.64,0.6,0.72,0.64,0.64,0.62,0.63,0.67,0.51,0.62,CM,MID,6
Liam Polworth,CM,Scotland,0.63,0.63,0.59,0.66,0.65,0.57,0.62,0.63,0.63,0.65,0.73,0.64,0.59,0.61,0.66,0.6,0.57,0.57,0.59,0.58,0.5,0.6,CM,MID,6
Paris Polykarpou,CDM,Cyprus,0.63,0.63,0.34,0.52,0.56,0.63,0.64,0.64,0.63,0.59,0.65,0.65,0.59,0.59,0.72,0.63,0.65,0.61,0.65,0.6,0.59,0.47,CDM,MID,2
Marcos Portillo,CM,Argentina,0.63,0.72,0.58,0.59,0.66,0.56,0.53,0.73,0.71,0.62,0.75,0.64,0.62,0.43,0.6,0.53,0.64,0.63,0.44,0.6,0.54,0.62,CM,MID,6
Jack Powell,CM,England,0.63,0.62,0.6,0.63,0.64,0.54,0.65,0.59,0.65,0.83,0.79,0.62,0.59,0.61,0.83,0.5,0.58,0.52,0.55,0.54,0.36,0.7,CM,MID,6
Maximiliano Puig,CDM,Argentina,0.63,0.62,0.53,0.61,0.63,0.6,0.59,0.52,0.71,0.67,0.62,0.63,0.58,0.58,0.53,0.55,0.61,0.57,0.62,0.6,0.52,0.59,CDM,MID,2
Leandro Putaro,LM,Germany,0.63,0.75,0.62,0.56,0.64,0.39,0.6,0.77,0.73,0.63,0.7,0.63,0.61,0.65,0.62,0.75,0.38,0.31,0.39,0.35,0.6,0.63,LM,MID,4
Niklas Pyyhtiä,CM,Finland,0.63,0.44,0.57,0.65,0.65,0.52,0.59,0.53,0.37,0.56,0.57,0.68,0.57,0.65,0.52,0.61,0.54,0.52,0.48,0.52,0.56,0.65,CM,MID,0
Ahmed Qasem,CAM,Sweden,0.63,0.7,0.55,0.6,0.66,0.38,0.57,0.72,0.68,0.67,0.72,0.67,0.58,0.6,0.57,0.57,0.36,0.47,0.36,0.4,0.4,0.56,CAM,MID,4
Stephen Quinn,CM,Republic of Ireland,0.63,0.51,0.59,0.64,0.66,0.56,0.63,0.49,0.53,0.85,0.87,0.64,0.65,0.59,0.69,0.54,0.57,0.53,0.54,0.59,0.54,0.62,CM,MID,6
Nelson Quiñónes,LM,Colombia,0.63,0.81,0.53,0.54,0.69,0.38,0.48,0.84,0.79,0.79,0.74,0.67,0.54,0.47,0.45,0.52,0.45,0.23,0.44,0.3,0.34,0.62,LM,MID,4
Junior Quitirna,CAM,Guinea-Bissau,0.63,0.73,0.59,0.6,0.68,0.41,0.44,0.72,0.74,0.86,0.9,0.65,0.61,0.34,0.65,0.45,0.45,0.42,0.39,0.35,0.46,0.65,CAM,MID,4
Eduard Radaslavescu,CM,Romania,0.63,0.74,0.62,0.65,0.64,0.45,0.62,0.75,0.73,0.74,0.78,0.64,0.6,0.62,0.67,0.59,0.45,0.45,0.43,0.49,0.42,0.74,CM,MID,4
Arthur Read,CDM,England,0.63,0.67,0.58,0.64,0.64,0.56,0.68,0.68,0.66,0.74,0.75,0.64,0.6,0.61,0.87,0.55,0.61,0.52,0.56,0.59,0.43,0.65,CDM,MID,6
Maykel Reyes,RM,Ecuador,0.63,0.69,0.56,0.61,0.65,0.61,0.61,0.68,0.7,0.63,0.85,0.62,0.58,0.61,0.61,0.65,0.63,0.64,0.6,0.6,0.55,0.56,RM,MID,6
Erik Ring,LM,Sweden,0.63,0.8,0.54,0.56,0.63,0.33,0.69,0.79,0.81,0.68,0.71,0.64,0.57,0.73,0.7,0.74,0.36,0.31,0.34,0.18,0.52,0.54,LM,MID,4
Thiago,LM,Brazil,0.63,0.76,0.49,0.59,0.66,0.48,0.58,0.77,0.76,0.73,0.8,0.66,0.58,0.56,0.6,0.62,0.47,0.45,0.46,0.52,0.47,0.57,LM,MID,4
Damián,CM,Spain,0.63,0.67,0.5,0.62,0.59,0.62,0.62,0.64,0.69,0.65,0.65,0.63,0.6,0.55,0.72,0.61,0.65,0.62,0.64,0.6,0.55,0.67,CM,MID,6
Leândro,RM,Brazil,0.63,0.55,0.65,0.62,0.7,0.29,0.49,0.55,0.55,0.8,0.8,0.67,0.63,0.57,0.47,0.46,0.31,0.31,0.26,0.24,0.36,0.72,RM,MID,4
Sebastián Ruíz Díaz,LM,Paraguay,0.63,0.69,0.55,0.6,0.63,0.35,0.63,0.67,0.7,0.68,0.83,0.63,0.56,0.6,0.68,0.62,0.24,0.2,0.53,0.2,0.54,0.58,LM,MID,4
Kieran Sadlier,LM,Republic of Ireland,0.63,0.76,0.61,0.58,0.66,0.5,0.64,0.78,0.75,0.73,0.76,0.65,0.59,0.65,0.67,0.7,0.52,0.5,0.48,0.5,0.54,0.69,LM,MID,6
Lucas Sanabria,CDM,Uruguay,0.63,0.57,0.48,0.57,0.62,0.6,0.59,0.55,0.58,0.58,0.67,0.66,0.62,0.57,0.62,0.49,0.6,0.61,0.63,0.62,0.44,0.55,CDM,MID,2
Florent Sanchez,CM,France,0.63,0.65,0.53,0.66,0.66,0.5,0.56,0.64,0.65,0.76,0.77,0.65,0.58,0.59,0.57,0.56,0.5,0.49,0.51,0.48,0.47,0.59,CM,MID,6
Isaías,CDM,Spain,0.63,0.37,0.5,0.61,0.63,0.58,0.69,0.4,0.34,0.73,0.8,0.61,0.59,0.64,0.81,0.53,0.59,0.55,0.58,0.6,0.5,0.57,CDM,MID,0
Will Sands,LM,United States,0.63,0.73,0.49,0.55,0.65,0.57,0.61,0.72,0.73,0.74,0.72,0.63,0.56,0.6,0.74,0.62,0.59,0.57,0.57,0.58,0.47,0.64,LM,MID,6
Jabes Saralegui,CM,Argentina,0.63,0.69,0.55,0.6,0.66,0.56,0.62,0.7,0.69,0.78,0.73,0.65,0.63,0.58,0.67,0.65,0.58,0.53,0.51,0.61,0.59,0.64,CM,MID,6
Antoni Sarcevic,CM,England,0.63,0.47,0.62,0.64,0.64,0.57,0.7,0.44,0.49,0.7,0.68,0.64,0.63,0.73,0.69,0.62,0.58,0.55,0.58,0.55,0.55,0.64,CM,MID,0
Lukas Scepanik,LM,Germany,0.63,0.72,0.59,0.58,0.63,0.54,0.64,0.75,0.7,0.8,0.82,0.6,0.56,0.63,0.69,0.63,0.57,0.56,0.53,0.52,0.46,0.6,LM,MID,6
Sem Scheperman,CDM,Holland,0.63,0.56,0.6,0.6,0.64,0.56,0.73,0.66,0.47,0.63,0.59,0.65,0.62,0.76,0.79,0.64,0.58,0.57,0.52,0.56,0.56,0.64,CDM,MID,0
Frederik Schmahl,CAM,Germany,0.63,0.7,0.6,0.61,0.65,0.38,0.6,0.74,0.67,0.61,0.62,0.67,0.63,0.6,0.67,0.66,0.38,0.41,0.38,0.3,0.52,0.63,CAM,MID,4
Lewis Schouten,CDM,Holland,0.63,0.69,0.47,0.59,0.59,0.6,0.65,0.65,0.72,0.51,0.47,0.67,0.57,0.69,0.59,0.68,0.63,0.58,0.59,0.61,0.58,0.57,CDM,MID,2
Lion Schuster,CDM,Austria,0.63,0.68,0.45,0.58,0.62,0.63,0.61,0.67,0.69,0.7,0.67,0.63,0.61,0.65,0.47,0.71,0.64,0.62,0.61,0.62,0.67,0.56,CDM,MID,2
Julian Schwermann,CDM,Germany,0.63,0.7,0.54,0.55,0.61,0.59,0.79,0.69,0.71,0.67,0.65,0.59,0.65,0.79,0.86,0.75,0.6,0.55,0.6,0.59,0.59,0.59,CDM,MID,0
Erlend Segberg,CDM,Norway,0.63,0.44,0.54,0.61,0.62,0.57,0.71,0.43,0.45,0.61,0.64,0.63,0.62,0.71,0.8,0.55,0.57,0.55,0.6,0.6,0.46,0.64,CDM,MID,0
Luis Sequeira,CAM,Argentina,0.63,0.66,0.57,0.63,0.66,0.38,0.56,0.71,0.62,0.67,0.78,0.66,0.56,0.63,0.52,0.59,0.44,0.41,0.35,0.31,0.44,0.6,CAM,MID,4
Jakub Serafin,CDM,Poland,0.63,0.64,0.49,0.63,0.65,0.58,0.62,0.65,0.64,0.71,0.64,0.65,0.59,0.56,0.75,0.62,0.59,0.55,0.57,0.59,0.56,0.56,CDM,MID,6
Javi Serrano,CDM,Spain,0.63,0.69,0.56,0.58,0.62,0.59,0.65,0.74,0.65,0.58,0.79,0.64,0.6,0.63,0.65,0.66,0.58,0.6,0.6,0.63,0.5,0.56,CDM,MID,6
Jan Shcherbakovski,CAM,Belarus,0.63,0.74,0.51,0.58,0.7,0.34,0.52,0.78,0.7,0.83,0.81,0.68,0.55,0.47,0.71,0.5,0.31,0.32,0.36,0.33,0.37,0.49,CAM,MID,4
Juljan Shehu,CDM,Albania,0.63,0.57,0.51,0.61,0.56,0.62,0.62,0.58,0.56,0.69,0.66,0.61,0.56,0.63,0.59,0.6,0.62,0.6,0.69,0.58,0.54,0.51,CDM,MID,2
Walid Shour,CDM,Lebanon,0.63,0.66,0.52,0.55,0.58,0.6,0.7,0.64,0.68,0.65,0.63,0.57,0.62,0.7,0.68,0.67,0.62,0.62,0.59,0.6,0.56,0.57,CDM,MID,2
Craig Sibbald,CM,Scotland,0.63,0.78,0.58,0.6,0.65,0.57,0.58,0.77,0.79,0.76,0.73,0.63,0.62,0.45,0.8,0.59,0.57,0.55,0.58,0.58,0.54,0.63,CM,MID,6
Scott Sinclair,LM,England,0.63,0.7,0.58,0.59,0.65,0.41,0.6,0.69,0.71,0.71,0.77,0.63,0.6,0.62,0.64,0.63,0.33,0.35,0.46,0.4,0.54,0.62,LM,MID,4
Bipin Singh,LM,India,0.63,0.83,0.6,0.54,0.59,0.26,0.59,0.87,0.8,0.74,0.71,0.57,0.56,0.53,0.82,0.58,0.29,0.24,0.26,0.15,0.38,0.57,LM,MID,4
Michal Sipľak,LM,Slovakia,0.63,0.7,0.45,0.59,0.65,0.59,0.73,0.69,0.71,0.72,0.7,0.63,0.59,0.74,0.72,0.71,0.62,0.58,0.61,0.56,0.55,0.44,LM,MID,6
Stefan Škrbo,LM,Austria,0.63,0.74,0.55,0.57,0.65,0.43,0.57,0.72,0.76,0.74,0.79,0.65,0.52,0.51,0.68,0.55,0.49,0.43,0.45,0.31,0.45,0.57,LM,MID,4
Alistair Smith,CM,England,0.63,0.76,0.59,0.59,0.64,0.57,0.69,0.74,0.78,0.79,0.63,0.63,0.6,0.71,0.78,0.71,0.58,0.56,0.56,0.61,0.52,0.63,CM,MID,6
Hugo Sotelo,CM,Spain,0.63,0.65,0.59,0.59,0.65,0.44,0.54,0.66,0.65,0.6,0.59,0.65,0.72,0.57,0.55,0.51,0.54,0.38,0.22,0.66,0.4,0.51,CM,MID,2
Djibril Soumaré,CDM,Senegal,0.63,0.55,0.48,0.57,0.62,0.62,0.63,0.56,0.54,0.49,0.47,0.62,0.63,0.68,0.54,0.64,0.65,0.64,0.6,0.61,0.59,0.63,CDM,MID,0
Kian Spence,CM,England,0.63,0.69,0.59,0.63,0.65,0.57,0.69,0.68,0.7,0.8,0.78,0.61,0.59,0.58,0.88,0.6,0.6,0.59,0.53,0.6,0.51,0.64,CM,MID,6
Casper Staring,CDM,Holland,0.63,0.65,0.43,0.56,0.56,0.64,0.67,0.68,0.63,0.67,0.62,0.56,0.62,0.7,0.64,0.71,0.65,0.64,0.66,0.62,0.6,0.53,CDM,MID,2
Julian Stark,CM,Germany,0.63,0.63,0.52,0.61,0.66,0.6,0.66,0.64,0.62,0.71,0.7,0.64,0.63,0.67,0.65,0.66,0.64,0.58,0.61,0.58,0.55,0.54,CM,MID,6
Ben Stevenson,CM,England,0.63,0.65,0.6,0.63,0.64,0.59,0.66,0.66,0.64,0.71,0.72,0.64,0.59,0.62,0.74,0.62,0.59,0.57,0.6,0.6,0.52,0.63,CM,MID,6
Ryan Stirk,CDM,Wales,0.63,0.71,0.5,0.59,0.61,0.57,0.7,0.74,0.68,0.71,0.67,0.62,0.6,0.65,0.82,0.64,0.61,0.6,0.55,0.6,0.46,0.59,CDM,MID,6
Oliver Strunz,RM,Austria,0.63,0.7,0.65,0.54,0.66,0.29,0.74,0.66,0.73,0.67,0.66,0.68,0.62,0.79,0.69,0.78,0.21,0.25,0.28,0.24,0.68,0.65,RM,MID,4
Emanuel Taffertshofer,CDM,Germany,0.63,0.49,0.43,0.55,0.61,0.62,0.66,0.47,0.51,0.74,0.76,0.59,0.61,0.65,0.72,0.53,0.63,0.64,0.63,0.63,0.49,0.52,CDM,MID,2
